id,first_name,last_name,gender,current_year,current_college,shs_strand,first_choice,second_choice,third_choice,current_course,Decision_Making1,Decision_Making2,Decision_Making3,Decision_Making4,Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment4,Personal_Assessment5,Course_Environment1,Course_Environment2,Course_Environment3,Course_Environment4,Course_Environment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction4,Course_Satisfaction5,Academic_Experience1,Academic_Experience2,Academic_Experience3,Academic_Experience4,Academic_Experience5,result,Different_Course
411,,,,,,,,,,,4,2,3,4,1,3,3,3,2,3,3,4,3,2,2,3,3,2,3,2,3,3,3,2,3,0,1
412,,,,,,,,,,,4,2,3,4,1,3,2,1,2,3,1,1,2,3,2,1,3,2,2,3,2,2,3,4,1,0,0
413,,,,,,,,,,,3,3,3,4,1,3,3,3,2,4,3,3,4,2,2,3,4,4,2,2,3,3,3,2,3,0,0
414,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,4,2,0,0
415,,,,,,,,,,,3,4,4,3,1,3,4,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,0,0
416,,,,,,,,,,,4,4,3,4,1,3,3,3,2,3,2,3,3,1,2,3,3,2,3,2,3,3,3,3,2,0,1
417,,,,,,,,,,,4,4,4,4,1,4,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,4,0,1
418,,,,,,,,,,,4,4,4,4,1,3,4,3,2,3,4,4,4,3,2,3,3,3,2,2,3,2,3,3,3,0,1
419,,,,,,,,,,,4,3,4,3,1,3,3,3,2,4,4,4,3,2,2,3,4,3,3,2,3,3,3,4,3,0,1
420,,,,,,,,,,,2,4,4,4,1,3,3,3,2,3,3,3,2,3,2,2,3,2,3,3,2,2,2,3,1,0,0
421,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,2,3,2,3,4,3,0,0
422,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,3,3,3,0,0
423,,,,,,,,,,,4,3,4,3,1,3,2,2,2,3,3,3,2,3,2,3,3,2,2,2,3,3,3,3,3,0,0
424,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,4,4,2,2,3,3,2,2,3,3,2,4,4,2,0,1
425,,,,,,,,,,,3,3,4,4,1,3,4,2,2,3,2,3,4,3,2,2,3,3,4,3,2,3,3,3,3,0,1
426,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,3,3,2,4,2,3,3,2,3,3,1,1,3,3,3,0,0
427,,,,,,,,,,,3,3,3,3,1,2,3,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,2,2,3,0,0
428,,,,,,,,,,,4,3,4,3,1,3,3,3,2,3,4,3,2,3,2,3,3,3,2,2,2,2,3,2,3,0,1
429,,,,,,,,,,,3,3,4,3,1,3,3,3,2,4,2,3,3,3,2,3,4,3,3,3,3,3,3,4,4,0,0
430,,,,,,,,,,,3,3,3,4,1,3,2,2,2,3,3,3,3,3,2,2,3,3,2,2,2,3,1,4,2,0,0
431,,,,,,,,,,,4,2,4,4,1,3,3,3,2,4,4,3,4,1,2,3,2,3,1,3,3,4,4,3,3,0,0
432,,,,,,,,,,,4,3,4,4,1,3,4,3,2,3,2,3,4,3,2,3,3,3,2,3,3,3,3,3,2,0,1
433,,,,,,,,,,,2,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,3,2,2,3,4,2,0,0
434,,,,,,,,,,,3,3,3,3,1,2,3,3,2,3,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,0,0
435,,,,,,,,,,,3,4,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3,3,3,0,0
436,,,,,,,,,,,4,3,4,4,1,4,4,3,2,4,3,3,4,3,2,3,4,2,3,2,3,1,3,4,2,0,0
437,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,2,1,2,3,3,2,2,2,3,3,3,3,2,0,1
438,,,,,,,,,,,4,4,4,4,1,4,4,4,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,0,1
439,,,,,,,,,,,4,4,4,4,1,3,3,3,2,4,2,2,3,2,2,3,4,3,3,2,3,3,3,2,3,0,1
440,,,,,,,,,,,3,3,4,4,1,3,4,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,3,4,3,0,0
441,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,4,2,2,3,3,3,2,3,3,3,3,3,3,0,0
442,,,,,,,,,,,4,4,4,3,1,4,4,4,2,4,3,3,3,2,2,3,4,4,2,3,4,4,4,3,4,0,0
443,,,,,,,,,,,3,3,4,4,1,3,3,2,2,3,2,4,2,1,2,3,3,3,2,2,3,2,3,3,2,0,1
444,,,,,,,,,,,4,4,4,3,1,4,4,4,2,4,3,4,4,3,2,4,4,4,4,3,4,4,4,3,4,0,0
445,,,,,,,,,,,3,3,4,4,1,3,3,2,2,3,2,3,4,3,2,3,3,3,2,1,3,3,3,3,3,0,1
446,,,,,,,,,,,3,2,4,4,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,4,0,0
447,,,,,,,,,,,3,4,4,3,1,3,3,2,2,3,2,3,3,2,2,2,3,3,2,2,3,2,3,4,3,0,0
448,,,,,,,,,,,3,4,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,0,1
449,,,,,,,,,,,3,4,4,4,1,2,2,2,2,2,3,3,1,1,2,2,2,1,2,4,2,2,3,4,2,0,0
450,,,,,,,,,,,3,3,4,3,1,4,4,3,2,4,3,3,2,1,2,4,4,3,2,1,3,3,3,2,3,0,0
451,,,,,,,,,,,4,3,3,3,1,3,4,3,2,4,3,3,3,3,2,2,4,3,3,3,3,3,4,4,4,0,0
452,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,2,3,3,3,0,0
453,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,1,0,0
454,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,0,1
455,,,,,,,,,,,3,4,3,3,1,3,2,2,2,1,3,3,3,2,2,3,1,3,3,2,2,2,3,3,3,0,1
456,,,,,,,,,,,3,3,3,3,1,3,3,3,2,2,3,3,3,3,2,3,2,1,1,3,1,1,1,2,3,0,1
457,,,,,,,,,,,4,3,4,4,1,4,4,3,2,4,3,3,3,3,2,4,4,3,2,2,3,4,3,2,4,0,0
458,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,3,4,3,2,1,3,3,3,3,3,0,0
459,,,,,,,,,,,4,2,4,4,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,4,2,3,3,4,3,0,1
460,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,2,2,2,3,3,0,0
461,,,,,,,,,,,3,4,4,4,1,3,4,3,2,4,3,4,3,2,2,3,4,3,2,2,3,4,4,2,3,0,0
462,,,,,,,,,,,3,3,3,4,1,3,3,3,2,3,2,2,3,2,2,3,3,3,2,2,3,3,3,3,3,0,1
463,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,0,0
464,,,,,,,,,,,3,4,3,3,1,1,4,1,2,4,3,3,3,2,2,3,4,2,2,2,2,3,3,4,1,0,0
465,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,2,2,4,4,0,0
466,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,0,0
467,,,,,,,,,,,3,3,4,4,1,2,2,3,2,2,3,3,2,2,2,3,2,3,3,3,3,2,3,3,3,0,1
468,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,1,3,2,3,3,3,0,0
469,,,,,,,,,,,3,4,3,4,1,2,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,0,0
470,,,,,,,,,,,3,3,3,3,2,4,3,3,2,3,3,3,3,3,2,3,3,3,2,2,2,2,1,3,3,0,1
471,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,3,4,3,3,2,3,3,3,3,4,0,0
472,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,4,4,2,4,4,4,4,1,4,2,3,3,4,0,0
473,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,1,2,1,2,4,3,0,0
474,,,,,,,,,,,4,4,4,4,1,4,4,2,2,4,2,2,4,4,2,2,4,4,2,2,4,4,4,3,2,0,0
475,,,,,,,,,,,3,4,4,4,1,3,4,3,2,3,1,3,4,2,2,3,3,4,2,1,3,3,3,3,3,0,0
476,,,,,,,,,,,4,4,4,4,1,4,3,3,2,3,2,1,1,2,2,3,3,3,4,3,2,1,1,2,2,0,0
477,,,,,,,,,,,4,4,4,4,1,4,4,4,2,3,4,4,3,3,2,2,3,3,4,1,2,2,3,4,3,0,0
478,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,2,2,4,4,4,3,4,0,0
479,,,,,,,,,,,3,3,2,3,1,2,3,2,2,3,3,3,3,3,2,3,3,2,3,3,3,2,3,4,1,0,1
480,,,,,,,,,,,4,1,1,1,1,4,4,4,2,4,3,4,4,4,2,4,4,4,4,1,3,3,3,3,1,0,0
481,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,0,0
482,,,,,,,,,,,3,4,4,4,1,3,2,2,2,3,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,0,1
483,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,4,2,2,4,4,4,1,2,4,4,4,1,3,0,0
484,,,,,,,,,,,4,4,4,3,1,3,3,4,2,3,3,3,4,3,2,3,3,3,3,3,3,2,3,3,4,0,0
485,,,,,,,,,,,3,2,3,2,2,3,3,2,2,3,2,2,4,3,2,3,3,3,2,4,3,2,3,4,2,0,0
486,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2,4,3,3,3,4,3,0,0
487,,,,,,,,,,,3,3,3,3,1,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,3,0,1
488,,,,,,,,,,,3,4,4,4,1,4,3,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,0,0
489,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,2,3,3,3,3,0,0
490,,,,,,,,,,,4,4,3,4,1,2,3,3,2,3,1,1,3,3,2,3,3,2,2,1,3,3,3,4,3,0,0
491,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,3,4,4,2,4,4,4,4,2,3,2,2,4,3,0,0
492,,,,,,,,,,,4,4,4,4,1,2,2,1,2,3,3,3,2,4,2,3,3,3,2,3,3,3,3,4,4,0,0
493,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,2,3,3,2,3,3,3,2,2,3,3,3,4,2,0,0
494,,,,,,,,,,,3,4,4,4,1,2,3,2,2,4,3,3,3,3,2,3,4,2,2,1,3,1,3,3,2,0,0
495,,,,,,,,,,,3,4,4,3,1,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,2,0,1
496,,,,,,,,,,,3,3,3,3,1,2,3,2,2,3,3,3,3,3,2,4,3,2,2,4,3,3,3,4,3,0,0
497,,,,,,,,,,,3,4,4,4,1,3,3,3,2,4,1,4,4,3,2,3,4,3,2,2,2,1,3,4,4,0,0
498,,,,,,,,,,,2,3,3,3,1,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,3,3,3,3,3,0,0
499,,,,,,,,,,,2,3,3,3,1,3,3,2,2,3,2,3,3,3,2,3,3,2,2,3,3,2,3,4,2,0,0
500,,,,,,,,,,,4,3,4,4,2,2,2,2,2,2,2,3,4,2,2,3,2,3,2,3,3,3,4,3,4,0,1
501,,,,,,,,,,,4,4,4,4,1,3,4,2,2,4,3,3,3,4,2,3,4,2,4,2,2,4,2,4,2,0,0
502,,,,,,,,,,,3,3,3,4,1,3,3,3,2,3,2,3,2,2,2,3,3,2,2,3,2,3,1,2,3,0,1
503,,,,,,,,,,,3,4,4,4,1,3,2,2,2,2,4,3,3,2,2,3,2,3,2,1,3,3,2,4,4,0,1
504,,,,,,,,,,,3,4,4,4,1,3,4,3,2,4,4,3,3,2,2,3,4,3,2,2,3,3,3,2,4,0,0
505,,,,,,,,,,,3,4,4,4,1,3,3,2,2,4,3,4,4,4,2,4,4,3,2,1,3,3,3,3,3,0,0
506,,,,,,,,,,,2,3,3,3,1,2,2,3,2,2,3,2,1,2,2,3,2,3,1,3,2,1,1,4,2,0,1
507,,,,,,,,,,,3,4,3,3,1,3,3,2,2,4,1,3,3,2,2,4,4,3,1,1,3,3,4,3,3,0,1
508,,,,,,,,,,,4,2,3,3,1,2,2,2,2,3,3,3,3,2,2,3,3,3,3,1,2,2,3,2,3,0,1
509,,,,,,,,,,,3,3,4,4,1,3,4,3,2,3,3,3,3,3,2,3,3,2,4,1,3,2,3,4,2,0,1
510,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,2,2,2,2,2,2,3,2,4,2,2,1,3,4,3,0,1
511,,,,,,,,,,,3,3,3,3,1,2,2,3,2,3,3,2,2,2,2,3,3,3,2,2,2,3,2,3,2,0,1
512,,,,,,,,,,,3,4,3,3,1,3,3,2,2,3,2,3,2,2,2,3,3,3,2,2,3,3,1,3,2,0,0
513,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,3,2,3,3,2,2,3,2,3,2,2,2,3,4,3,0,0
514,,,,,,,,,,,3,3,4,4,1,4,4,4,2,4,3,3,2,3,2,3,4,3,4,2,3,2,2,3,2,0,0
515,,,,,,,,,,,3,3,4,4,1,3,3,4,2,3,3,3,2,3,2,2,3,2,4,2,3,1,3,3,2,0,1
516,,,,,,,,,,,4,3,4,4,1,3,3,2,2,3,1,3,4,4,2,3,3,2,2,3,3,3,3,4,2,0,0
517,,,,,,,,,,,3,3,4,4,1,2,3,2,2,1,2,2,1,3,2,2,1,2,3,3,2,2,1,4,2,0,1
518,,,,,,,,,,,2,3,3,3,1,3,2,3,2,2,2,3,2,3,2,3,2,2,2,3,2,3,3,4,3,0,0
519,,,,,,,,,,,4,3,4,3,1,3,4,4,2,4,4,3,3,2,2,4,4,3,2,3,4,3,1,3,4,0,0
520,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,3,4,2,3,2,3,3,4,0,0
521,,,,,,,,,,,3,3,4,3,1,3,3,2,2,3,2,3,3,3,2,2,3,3,2,2,3,2,3,4,3,0,1
522,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,3,2,3,0,1
523,,,,,,,,,,,4,4,4,4,1,3,4,3,2,3,3,3,2,3,2,3,3,2,3,3,3,3,3,4,3,0,0
524,,,,,,,,,,,2,3,3,4,1,3,2,2,2,2,2,2,1,2,2,2,2,1,2,4,1,2,1,4,2,0,0
525,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,0,0
526,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,0,0
527,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,0,0
528,,,,,,,,,,,3,4,4,4,1,4,4,3,2,3,3,2,1,2,2,3,3,3,2,2,2,3,3,3,3,0,0
529,,,,,,,,,,,3,3,3,4,1,2,3,3,2,3,1,3,2,2,2,4,3,2,1,2,3,4,4,4,3,0,0
530,,,,,,,,,,,4,4,4,4,1,3,3,3,2,4,3,3,2,2,2,3,4,3,3,2,3,2,3,3,3,0,0
531,,,,,,,,,,,3,3,4,4,1,4,4,4,2,4,2,3,4,2,2,4,4,2,4,1,2,3,3,4,2,0,1
532,,,,,,,,,,,3,4,4,4,1,3,2,2,2,3,2,3,3,3,2,3,3,3,2,1,2,2,2,3,2,0,1
533,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,4,4,4,3,2,4,4,3,1,1,4,4,4,3,3,0,0
534,,,,,,,,,,,3,3,3,3,1,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,3,3,3,4,3,0,1
535,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,0,1
536,,,,,,,,,,,4,3,4,4,1,4,4,4,2,4,4,4,3,2,2,4,4,3,2,3,3,2,3,4,3,0,0
537,,,,,,,,,,,3,2,4,4,1,3,2,2,2,3,3,3,3,3,2,3,3,3,2,4,2,3,3,3,2,0,1
538,,,,,,,,,,,4,3,3,3,1,3,3,3,2,4,2,3,2,2,2,3,4,3,2,3,3,3,3,3,3,0,0
539,,,,,,,,,,,4,4,4,3,1,2,2,2,5,2,2,3,2,2,2,3,2,2,2,3,3,3,3,4,3,0,1
540,,,,,,,,,,,3,4,4,4,1,3,4,3,2,3,2,3,3,4,2,3,3,3,3,2,3,3,3,3,3,0,0
541,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,4,4,2,3,3,3,3,3,3,3,3,4,4,0,1
542,,,,,,,,,,,4,4,4,4,1,2,3,3,2,3,1,3,3,2,2,3,3,1,2,3,3,2,3,3,3,0,0
543,,,,,,,,,,,4,3,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,2,1,3,3,3,3,3,0,0
544,,,,,,,,,,,3,3,3,3,1,3,2,1,2,3,1,1,3,3,2,1,3,3,4,3,1,1,1,4,1,0,1
545,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,0,1
546,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,3,3,2,4,4,3,2,2,3,3,4,3,4,0,0
547,,,,,,,,,,,3,2,4,4,1,3,4,4,2,4,1,3,4,2,2,4,4,3,1,3,4,3,3,2,3,0,1
548,,,,,,,,,,,3,3,4,3,1,3,1,1,2,3,3,3,2,2,2,3,3,2,2,3,2,2,3,3,4,0,1
549,,,,,,,,,,,4,3,4,4,1,1,1,1,2,2,3,2,3,3,2,3,2,1,2,3,2,1,3,3,2,0,1
550,,,,,,,,,,,3,4,4,4,1,3,3,3,2,4,4,3,4,3,2,3,4,2,1,2,3,2,3,3,3,0,0
551,,,,,,,,,,,2,3,4,4,1,3,3,2,2,3,2,3,3,3,2,3,3,3,3,3,2,1,2,3,3,0,0
552,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,3,2,3,2,2,3,4,3,0,0
553,,,,,,,,,,,4,2,3,2,1,3,2,3,2,3,2,1,3,3,2,3,3,3,2,3,3,3,3,3,3,0,1
554,,,,,,,,,,,3,4,3,4,1,4,4,4,2,4,2,3,3,3,2,3,4,2,1,1,3,3,3,2,2,0,0
555,,,,,,,,,,,4,4,4,4,1,3,4,4,2,3,3,3,4,4,2,3,3,4,1,1,3,3,4,4,3,0,1
556,,,,,,,,,,,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,1,1,1,4,2,0,0
557,,,,,,,,,,,3,2,4,4,1,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,1,1,2,3,2,0,1
558,,,,,,,,,,,4,3,2,3,1,2,4,4,2,4,2,3,1,2,2,3,4,1,4,2,2,2,3,1,2,0,0
559,,,,,,,,,,,3,2,3,3,1,4,4,3,2,3,1,1,3,2,2,2,3,2,3,2,3,2,2,3,2,0,0
560,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,3,4,2,2,4,4,3,2,2,4,4,3,3,3,0,0
561,,,,,,,,,,,4,3,4,3,1,3,3,2,2,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,0,1
562,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,2,3,2,3,3,3,2,3,3,3,3,3,4,0,0
563,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,2,3,2,2,2,2,2,3,3,2,0,0
564,,,,,,,,,,,4,4,3,3,1,4,4,4,2,4,3,3,3,2,2,3,4,3,3,2,3,3,3,3,3,0,0
565,,,,,,,,,,,4,4,4,4,1,3,3,2,2,3,2,3,3,2,2,2,3,3,3,3,3,2,3,4,3,0,0
566,,,,,,,,,,,4,4,4,4,1,3,3,4,2,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,4,0,0
567,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,2,2,4,2,2,3,3,2,2,1,3,3,3,3,3,0,0
568,,,,,,,,,,,4,3,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,4,4,3,0,0
569,,,,,,,,,,,3,3,3,3,1,3,3,3,2,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2,3,0,0
570,,,,,,,,,,,4,4,4,3,1,2,3,3,2,3,3,3,3,3,2,3,3,3,2,2,3,2,1,3,3,0,1
571,,,,,,,,,,,4,4,4,4,1,4,3,2,2,3,3,4,4,3,2,4,3,3,2,3,3,2,2,4,3,0,0
572,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,3,3,3,2,3,3,2,2,2,3,2,3,3,3,0,0
573,,,,,,,,,,,4,3,3,3,1,4,3,2,2,3,2,3,3,2,2,3,3,3,2,1,3,3,3,2,2,0,0
574,,,,,,,,,,,4,3,3,3,1,3,4,3,2,4,2,3,3,2,2,4,4,3,2,2,3,3,3,2,4,0,0
575,,,,,,,,,,,4,3,4,3,1,3,3,3,2,3,2,3,3,2,2,3,3,3,3,2,3,1,3,3,3,0,0
576,,,,,,,,,,,3,3,3,3,1,3,3,3,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,0,1
577,,,,,,,,,,,3,3,3,3,1,3,3,2,2,3,2,3,3,2,2,3,3,2,2,2,2,3,3,3,3,0,0
578,,,,,,,,,,,4,4,4,4,1,3,3,1,2,3,2,3,4,2,2,3,3,3,2,1,3,2,2,3,4,0,0
579,,,,,,,,,,,3,3,3,4,1,2,3,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,3,3,4,0,1
580,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,3,4,2,2,3,4,2,2,1,3,2,3,4,4,0,1
581,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,1,2,3,2,2,3,3,3,2,2,2,3,3,4,2,0,0
582,,,,,,,,,,,4,3,4,3,1,3,4,4,2,3,1,3,3,2,2,3,3,2,2,1,3,3,2,3,2,0,0
583,,,,,,,,,,,3,2,4,3,1,2,2,2,2,2,2,3,3,4,2,3,2,2,2,4,2,3,3,4,4,0,1
584,,,,,,,,,,,4,4,4,4,1,2,3,2,2,3,2,3,3,4,2,3,3,2,2,3,2,1,1,4,2,0,0
585,,,,,,,,,,,4,4,4,3,1,3,3,3,2,3,3,3,2,2,2,3,3,2,2,3,2,1,3,3,3,0,1
586,,,,,,,,,,,4,4,4,3,1,3,3,3,2,3,3,3,4,2,2,4,3,3,2,2,3,3,3,3,3,0,0
587,,,,,,,,,,,3,1,3,2,1,3,3,2,2,3,3,3,2,2,2,2,3,1,3,4,1,1,1,3,2,0,0
588,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,3,3,3,2,2,2,3,2,3,2,3,1,2,3,3,0,1
589,,,,,,,,,,,3,4,4,4,1,4,4,3,2,4,4,4,4,4,2,3,4,3,3,2,3,3,3,2,4,0,1
590,,,,,,,,,,,2,4,3,3,1,3,3,2,2,3,1,2,3,2,2,3,3,2,2,2,2,1,3,4,3,0,0
591,,,,,,,,,,,4,3,4,4,1,4,4,4,2,3,3,3,4,1,2,3,3,2,2,1,3,2,2,3,3,0,0
592,,,,,,,,,,,4,3,3,3,1,3,4,3,2,4,3,3,3,2,2,3,4,3,2,1,3,3,3,2,3,0,0
593,,,,,,,,,,,4,3,4,4,1,3,3,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,4,4,0,1
594,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,3,3,3,3,2,4,4,4,4,2,4,4,4,2,4,0,0
595,,,,,,,,,,,3,4,4,3,1,3,3,4,2,3,2,3,3,2,2,3,3,3,2,2,3,2,3,3,3,0,0
596,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,4,3,2,3,3,2,2,2,3,3,3,3,4,0,1
597,,,,,,,,,,,4,3,3,4,1,3,2,2,2,3,2,3,3,2,2,3,3,3,2,2,2,3,3,3,3,0,1
598,,,,,,,,,,,3,4,3,3,1,4,3,2,2,3,2,2,4,3,2,3,3,3,2,2,3,3,3,2,4,0,1
599,,,,,,,,,,,2,4,3,2,1,3,2,1,2,3,2,3,1,3,2,2,3,3,3,2,3,3,3,3,1,0,0
600,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,2,2,4,3,2,4,4,4,4,2,4,4,4,2,4,0,1
601,,,,,,,,,,,3,4,4,4,1,4,3,3,2,3,2,4,4,4,2,3,3,3,3,2,4,3,4,1,4,0,1
602,,,,,,,,,,,4,4,4,4,1,4,4,4,2,3,1,1,4,4,2,3,3,3,3,1,3,3,3,4,3,0,1
603,,,,,,,,,,,3,4,3,3,1,3,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,3,2,3,1,0,0
604,,,,,,,,,,,4,4,4,4,1,4,4,4,2,4,4,4,4,2,2,4,4,1,4,1,3,4,4,4,4,0,0
605,,,,,,,,,,,3,3,4,3,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,0,0
606,,,,,,,,,,,4,3,4,4,1,4,4,3,2,4,3,4,4,3,2,4,4,3,2,1,3,3,4,3,3,0,0
607,,,,,,,,,,,4,4,4,3,1,3,3,3,2,4,3,3,4,4,2,3,4,3,3,2,3,3,4,2,3,0,0
608,,,,,,,,,,,3,3,4,4,1,2,2,2,2,1,2,3,3,3,2,2,1,3,3,1,2,3,2,3,2,0,1
609,,,,,,,,,,,4,3,4,3,1,3,4,3,2,4,2,2,3,3,2,4,4,3,2,2,4,3,3,4,3,0,1
610,,,,,,,,,,,4,3,3,3,1,3,3,3,2,3,3,3,3,2,2,2,3,2,3,3,3,2,3,2,3,0,0
611,,,,,,,,,,,3,4,4,4,1,3,3,3,2,3,2,3,4,3,2,3,3,3,2,2,3,3,3,3,3,0,0
612,,,,,,,,,,,4,3,4,4,1,3,4,4,2,4,3,3,3,2,2,3,4,3,2,2,3,3,4,3,3,0,0
613,,,,,,,,,,,4,2,4,4,1,2,2,2,3,2,2,2,2,3,3,3,2,1,2,3,3,2,1,4,1,0,1
614,,,,,,,,,,,4,4,4,4,1,3,3,3,2,3,3,3,3,2,2,3,3,3,3,4,3,2,2,4,4,0,1
615,,,,,,,,,,,3,4,4,4,1,3,3,2,2,3,2,3,3,3,2,2,3,2,4,4,2,3,3,4,4,0,1
616,,,,,,,,,,,3,3,4,4,1,3,3,3,2,3,3,3,4,3,2,4,3,4,3,2,3,3,3,3,3,0,1
617,,,,,,,,,,,4,3,3,4,1,3,2,2,2,3,4,3,4,3,2,3,3,3,2,3,2,3,3,3,2,0,1
